BenchTaxonName,BenchTaxonNameReferenceCode,TaxonConceptState,BiologicalCommunity,AlgalGroup,BenchTaxonProvisional,BenchTaxonHybrid,BU_ID,NADED_ID,BiodataTaxonName,BiodataCommonName,BiodataShortName,BiodataTaxonProvisional,BiodataTaxonHybrid,PublishedTaxonName,PublishedTaxonAuthority,ITIS_TSN,ITIS_MatchCode,PublishedSortOrder,PublishedTaxonLevel,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order_,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,Variety,Form,TaxonVersionNumber
Campeloma limum,"",Current,Invertebrates,"",N,N,Campeloma limum (Anthony),"",Campeloma limum,"",Ca_limu052,N,N,Campeloma limum,(Anthony),70317,Automated Exact Match,2000088,Species,Campeloma limum (Anthony),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Campeloma,"",Campeloma limum,"","","",16.4
Cipangopaludina,"",Current,Invertebrates,"",N,N,Cipangopaludina sp.,"",Cipangopaludina,"",Cipan_44,N,N,Cipangopaludina,"",70328,Automated Exact Match,2000089,Genus,Cipangopaludina,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Cipangopaludina,"","","","","",16.4
Cipangopaludina,"Burch, 1982",Current,Invertebrates,"",N,N,"Cipangopaludina sp. sensu Burch, 1982","",Cipangopaludina,"",Cipan_44,N,N,Cipangopaludina,"",70328,Automated Exact Match,2000090,Genus,Cipangopaludina,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Cipangopaludina,"","","","","",16.4
Cipangopaludina chinensis,"",Current,Invertebrates,"",N,N,Cipangopaludina chinensis Griffith and Pidgeon,"",Cipangopaludina chinensis,"",Ci_chin193,N,N,Cipangopaludina chinensis,Griffith and Pidgeon,70329,Automated Exact Match,2000091,Species,Cipangopaludina chinensis Griffith and Pidgeon,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Cipangopaludina,"",Cipangopaludina chinensis,"","","",16.4
Cipangopaludina chinensis malleata,"",Current,Invertebrates,"",N,N,Cipangopaludina chinensis malleata (Reeve),"",Cipangopaludina chinensis malleata,"",Ci_c_m3194,N,N,Cipangopaludina chinensis malleata,(Reeve),70331,Automated Exact Match,2000092,Subspecies,Cipangopaludina chinensis malleata (Reeve),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Cipangopaludina,"",Cipangopaludina chinensis,Cipangopaludina chinensis malleata,"","",16.4
Tulotoma,"",Current,Invertebrates,"",N,N,Tulotoma sp.,"",Tulotoma,"",Tulot_45,N,N,Tulotoma,"",70339,Automated Exact Match,2000093,Genus,Tulotoma,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Tulotoma,"","","","","",16.4
Viviparus,"",Current,Invertebrates,"",N,N,Viviparus sp.,"",Viviparus,"",Vivip_46,N,N,Viviparus,"",70305,Automated Exact Match,2000094,Genus,Viviparus,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Viviparus,"","","","","",16.4
Viviparus,"Burch, 1982",Current,Invertebrates,"",N,N,"Viviparus sp. sensu Burch, 1982","",Viviparus,"",Vivip_46,N,N,Viviparus,"",70305,Automated Exact Match,2000095,Genus,Viviparus,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Viviparus,"","","","","",16.4
Viviparus georgianus,"",Current,Invertebrates,"",N,N,Viviparus georgianus (Lea),"",Viviparus georgianus,"",Vi_geor47,N,N,Viviparus georgianus,(Lea),70307,Automated Exact Match,2000096,Species,Viviparus georgianus (Lea),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Viviparus,"",Viviparus georgianus,"","","",16.4
Viviparus intertextus,"",Current,Invertebrates,"",N,N,Viviparus intertextus (Say),"",Viviparus intertextus,"",Vi_inte318,N,N,Viviparus intertextus,(Say),70306,Automated Exact Match,2000097,Species,Viviparus intertextus (Say),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Viviparus,"",Viviparus intertextus,"","","",16.4
Viviparus subpurpureus,"",Current,Invertebrates,"",N,N,Viviparus subpurpureus (Say),"",Viviparus subpurpureus,"",Vi_subp48,N,N,Viviparus subpurpureus,(Say),70310,Automated Exact Match,2000098,Species,Viviparus subpurpureus (Say),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Ampullarioidea,Viviparidae,"","",Viviparus,"",Viviparus subpurpureus,"","","",16.4
Rissooidea,"",Current,Invertebrates,"",N,N,Rissooidea,"",Truncatelloidea,"",Truncat_49,N,N,Truncatelloidea,"",70298,Automated Parent Match @ Order,2000099,Superfamily,Truncatelloidea,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,"","","","","","","","","",16.4
Truncatelloidea,"",Current,Invertebrates,"",N,N,Truncatelloidea,"",Truncatelloidea,"",Truncat_49,N,N,Truncatelloidea,"",70298,Automated Parent Match @ Order,2000100,Superfamily,Truncatelloidea,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,"","","","","","","","","",16.4
Hydrobiidae,"",Current,Invertebrates,"",N,N,Hydrobiidae,"",Hydrobiidae,"",Hydro_50,N,N,Hydrobiidae,"",70493,Automated Exact Match,2000101,Family,Hydrobiidae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,"","","","","","","","",16.4
Hydrobiidae,"Burch, 1982",Current,Invertebrates,"",N,N,"Hydrobiidae sensu Burch, 1982","",Hydrobiidae,"",Hydro_50,N,N,Hydrobiidae,"",70493,Automated Exact Match,2000102,Family,Hydrobiidae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,"","","","","","","","",16.4
Pristinicola,"",Current,Invertebrates,"",N,N,Pristinicola sp.,"",Pristinicola,"",Prist_4639,N,N,Pristinicola,"",567099,Automated Exact Match,2000103,Genus,Pristinicola,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,"","",Pristinicola,"","","","","",16.4
Pristinicola hemphilli,"",Current,Invertebrates,"",N,N,Pristinicola hemphilli (Pilsbry),"",Pristinicola hemphilli,"",Pr_hemp640,N,N,Pristinicola hemphilli,(Pilsbry),568126,Automated Exact Match,2000104,Species,Pristinicola hemphilli (Pilsbry),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,"","",Pristinicola,"",Pristinicola hemphilli,"","","",16.4
Amnicolinae,"",Current,Invertebrates,"",N,N,Amnicolinae,"",Amnicolinae,"",Amnico_51,N,N,Amnicolinae,"",70493,Automated Parent Match @ Family,2000105,Subfamily,Amnicolinae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Amnicolinae,"","","","","","","",16.4
Amnicola,"",Current,Invertebrates,"",N,N,Amnicola sp.,"",Amnicola,"",Amnic_3031,N,N,Amnicola,"",70747,Automated Exact Match,2000106,Genus,Amnicola,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Amnicolinae,"",Amnicola,"","","","","",16.4
Amnicola dalli,"",Current,Invertebrates,"",N,N,Amnicola dalli (Pilsbry and Beacher),"",Amnicola dalli,"",Am_dall032,N,N,Amnicola dalli,(Pilsbry and Beacher),70764,Automated Exact Match,2000107,Species,Amnicola dalli (Pilsbry and Beacher),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Amnicolinae,"",Amnicola,"",Amnicola dalli,"","","",16.4
Amnicola limosus,"",Current,Invertebrates,"",N,N,Amnicola limosus (Say),"",Amnicola limosus,"",Am_limo087,N,N,Amnicola limosus,(Say),70748,Automated Exact Match,2000108,Species,Amnicola limosus (Say),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Amnicolinae,"",Amnicola,"",Amnicola limosus,"","","",16.4
Fontigentinae,"",Current,Invertebrates,"",N,N,Fontigentinae,"",Fontigentinae,"",Fontig_52,N,N,Fontigentinae,"",70493,Automated Parent Match @ Family,2000109,Subfamily,Fontigentinae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Fontigentinae,"","","","","","","",16.4
Cochliopinae,"",Retired,Invertebrates,"",N,N,Cochliopinae,"",Hydrobiinae,"",Hydrob_619,N,N,Hydrobiinae,"",70493,Automated Parent Match @ Family,2000110,Subfamily,Hydrobiinae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"","","","","","","",16.4
Hydrobiinae,"",Current,Invertebrates,"",N,N,Hydrobiinae,"",Hydrobiinae,"",Hydrob_619,N,N,Hydrobiinae,"",70493,Automated Parent Match @ Family,2000111,Subfamily,Hydrobiinae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"","","","","","","",16.4
Littoridinops,"",Current,Invertebrates,"",N,N,Littoridinops sp.,"",Littoridinops,"",Litto_4620,N,N,Littoridinops,"",70527,Automated Exact Match,2000112,Genus,Littoridinops,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Littoridinops,"","","","","",16.4
Littoridinops monroensis,"",Current,Invertebrates,"",N,N,Littoridinops monroensis (Frauenfeld),"",Littoridinops monroensis,"",Li_monr55,N,N,Littoridinops monroensis,(Frauenfeld),70530,Automated Exact Match,2000113,Species,Littoridinops monroensis (Frauenfeld),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Littoridinops,"",Littoridinops monroensis,"","","",16.4
Probythinella,"",Current,Invertebrates,"",N,N,Probythinella sp.,"",Probythinella,"",Proby_4622,N,N,Probythinella,"",70505,Automated Exact Match,2000114,Genus,Probythinella,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Probythinella,"","","","","",16.4
Pyrgophorus,"",Current,Invertebrates,"",N,N,Pyrgophorus sp.,"",Pyrgophorus,"",Pyrgo_4621,N,N,Pyrgophorus,"",70699,Automated Exact Match,2000115,Genus,Pyrgophorus,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Pyrgophorus,"","","","","",16.4
Pyrgophorus platyrachis,"",Current,Invertebrates,"",N,N,Pyrgophorus platyrachis Thompson,"",Pyrgophorus platyrachis,"",Py_plat57,N,N,Pyrgophorus platyrachis,Thompson,70700,Automated Exact Match,2000116,Species,Pyrgophorus platyrachis Thompson,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Pyrgophorus,"",Pyrgophorus platyrachis,"","","",16.4
Pyrgophorus spinosus,"",Current,Invertebrates,"",N,N,Pyrgophorus spinosus (Call and Pilsbry),"",Pyrgophorus spinosus,"",Py_spin58,N,N,Pyrgophorus spinosus,(Call and Pilsbry),70701,Automated Exact Match,2000117,Species,Pyrgophorus spinosus (Call and Pilsbry),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Pyrgophorus,"",Pyrgophorus spinosus,"","","",16.4
Tryonia,"",Current,Invertebrates,"",N,N,Tryonia sp.,"",Tryonia,"",Tryon_4624,N,N,Tryonia,"",70594,Automated Exact Match,2000118,Genus,Tryonia,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Hydrobiinae,"",Tryonia,"","","","","",16.4
Lithoglyphinae,"",Current,Invertebrates,"",N,N,Lithoglyphinae,"",Lithoglyphinae,"",Lithog_59,N,N,Lithoglyphinae,"",70493,Automated Parent Match @ Family,2000119,Subfamily,Lithoglyphinae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"","","","","","","",16.4
Fluminicola,"",Current,Invertebrates,"",N,N,Fluminicola sp.,"",Fluminicola,"",Flumi_60,N,N,Fluminicola,"",70778,Automated Exact Match,2000120,Genus,Fluminicola,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Fluminicola,"","","","","",16.4
Fluminicola,"Burch, 1982",Current,Invertebrates,"",N,N,"Fluminicola sp. sensu Burch, 1982","",Fluminicola,"",Flumi_60,N,N,Fluminicola,"",70778,Automated Exact Match,2000121,Genus,Fluminicola,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Fluminicola,"","","","","",16.4
Fluminicola coloradoensis,"",Current,Invertebrates,"",N,N,Fluminicola coloradoensis Morrison,"",Fluminicola coloradoensis,"","",N,N,Fluminicola coloradoensis,"Morrison, 1940",567604,exact match,2000122,Species,"Fluminicola coloradoensis Morrison, 1940",Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Fluminicola,"",Fluminicola coloradoensis,"","","",16.4
Fluminicola fuscus,"",Current,Invertebrates,"",N,N,Fluminicola fuscus (Haldeman),"",Fluminicola fuscus,"",Fl_fusc638,N,N,Fluminicola fuscus,(Haldeman),70781,Automated Exact Match,2000123,Species,Fluminicola fuscus (Haldeman),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Fluminicola,"",Fluminicola fuscus,"","","",16.4
Fluminicola virens,"",Current,Invertebrates,"",N,N,Fluminicola virens (Lea),"",Fluminicola virens,"",Fl_vire141,N,N,Fluminicola virens,(Lea),70779,Automated Exact Match,2000124,Species,Fluminicola virens (Lea),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Fluminicola,"",Fluminicola virens,"","","",16.4
Lithoglyphus virens,"",Retired,Invertebrates,"",N,N,Lithoglyphus virens (Lea),"",Fluminicola virens,"",Fl_vire141,N,N,Fluminicola virens,(Lea),70779,Automated Exact Match,2000125,Species,Fluminicola virens (Lea),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Fluminicola,"",Fluminicola virens,"","","",16.4
Lithoglyphus,"",Current,Invertebrates,"",N,N,Lithoglyphus sp.,"",Lithoglyphus,"",Litho_61,N,N,Lithoglyphus,"",70588,Automated Exact Match,2000126,Genus,Lithoglyphus,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Lithoglyphus,"","","","","",16.4
Taylorconcha,"",Current,Invertebrates,"",N,N,Taylorconcha sp.,"",Taylorconcha,"",Taylo_3124,N,N,Taylorconcha,"",567139,Automated Exact Match,2000127,Genus,Taylorconcha,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Taylorconcha,"","","","","",16.4
Taylorconcha serpenticola,"",Current,Invertebrates,"",N,N,"Taylorconcha serpenticola Hershler, Frest, Johannes, Bowler, and Thompson","",Taylorconcha serpenticola,"",Ta_serp123,N,N,Taylorconcha serpenticola,"Hershler, Frest, Johannes, Bowler, and Thompson",568345,Automated Exact Match,2000128,Species,"Taylorconcha serpenticola Hershler, Frest, Johannes, Bowler, and Thompson",Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Lithoglyphinae,"",Taylorconcha,"",Taylorconcha serpenticola,"","","",16.4
Nymphophilinae,"",Current,Invertebrates,"",N,N,Nymphophilinae,"",Nymphophilinae,"",Nympho_63,N,N,Nymphophilinae,"",70493,Automated Parent Match @ Family,2000129,Subfamily,Nymphophilinae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"","","","","","","",16.4
Cincinnatia,"",Current,Invertebrates,"",N,N,Cincinnatia sp.,"",Cincinnatia,"",Cinci_3360,N,N,Cincinnatia,"",70509,Automated Exact Match,2000130,Genus,Cincinnatia,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Cincinnatia,"","","","","",16.4
Cincinnatia integra,"",Current,Invertebrates,"",N,N,Cincinnatia integra (Say),"",Cincinnatia integra,"",Ci_inte359,N,N,Cincinnatia integra,(Say),70519,Automated Exact Match,2000131,Species,Cincinnatia integra (Say),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Cincinnatia,"",Cincinnatia integra,"","","",16.4
Fontelicella,"",Current,Invertebrates,"",N,N,Fontelicella sp.,"",Fontelicella,"",Fonte_64,N,N,Fontelicella,"",70643,Automated Exact Match,2000132,Genus,Fontelicella,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Fontelicella,"","","","","",16.4
Fontelicella robusta,"",Current,Invertebrates,"",N,N,Fontelicella robusta (Walker),"",Fontelicella robusta,"",Fo_robu65,N,N,Fontelicella robusta,(Walker),70654,Automated Exact Match,2000133,Species,Fontelicella robusta (Walker),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Fontelicella,"",Fontelicella robusta,"","","",16.4
Pyrgulopsis,"",Current,Invertebrates,"",N,N,Pyrgulopsis sp.,"",Pyrgulopsis,"",Pyrgu_4623,N,N,Pyrgulopsis,"",70658,Automated Exact Match,2000134,Genus,Pyrgulopsis,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Pyrgulopsis,"","","","","",16.4
Pyrgulopsis idahoensis,"",Current,Invertebrates,"",N,N,Pyrgulopsis idahoensis (Pilsbry),"",Pyrgulopsis idahoensis,"",Py_idah641,N,N,Pyrgulopsis idahoensis,(Pilsbry),568211,Automated Exact Match,2000135,Species,Pyrgulopsis idahoensis (Pilsbry),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Pyrgulopsis,"",Pyrgulopsis idahoensis,"","","",16.4
Pyrgulopsis kolobensis,"",Current,Invertebrates,"",N,N,Pyrgulopsis kolobensis (Taylor),"",Pyrgulopsis kolobensis,"","",N,N,Pyrgulopsis kolobensis,"(Taylor, 1987)",568214,exact match,2000136,Species,"Pyrgulopsis kolobensis (Taylor, 1987)",Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Nymphophilinae,"",Pyrgulopsis,"",Pyrgulopsis kolobensis,"","","",16.4
Potamopyrginae,"",Current,Invertebrates,"",N,N,Potamopyrginae,"",Potamopyrginae,"",Potamo_66,N,N,Potamopyrginae,"",70493,Automated Parent Match @ Family,2000137,Subfamily,Potamopyrginae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Potamopyrginae,"","","","","","","",16.4
Potamopyrgus,"",Current,Invertebrates,"",N,N,Potamopyrgus sp.,"",Potamopyrgus,"",Potam_67,N,N,Potamopyrgus,"",205005,Automated Exact Match,2000138,Genus,Potamopyrgus,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Potamopyrginae,"",Potamopyrgus,"","","","","",16.4
Potamopyrgus antipodarum,"",Current,Invertebrates,"",N,N,Potamopyrgus antipodarum (Gray),"",Potamopyrgus antipodarum,"",Po_anti68,N,N,Potamopyrgus antipodarum,(Gray),205006,Automated Exact Match,2000139,Species,Potamopyrgus antipodarum (Gray),Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Hydrobiidae,Potamopyrginae,"",Potamopyrgus,"",Potamopyrgus antipodarum,"","","",16.4
Micromelaniidae,"",Current,Invertebrates,"",N,N,Micromelaniidae,"",Micromelaniidae,"",Micro_69,N,N,Micromelaniidae,"",70796,Automated Exact Match,2000140,Family,Micromelaniidae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Micromelaniidae,"","","","","","","","",16.4
Pomatiopsidae,"",Current,Invertebrates,"",N,N,Pomatiopsidae,"",Pomatiopsidae,"",Pomat_70,N,N,Pomatiopsidae,"",70491,Automated Exact Match,2000141,Family,Pomatiopsidae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Pomatiopsidae,"","","","","","","","",16.4
Pomatiopsis,"",Current,Invertebrates,"",N,N,Pomatiopsis sp.,"",Pomatiopsis,"",Pomat_71,N,N,Pomatiopsis,"",70736,Automated Exact Match,2000142,Genus,Pomatiopsis,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Truncatelloidea,Pomatiopsidae,"","",Pomatiopsis,"","","","","",16.4
Pleuroceridae/Thiaridae,"",Current,Invertebrates,"",Y,N,Pleuroceridae/Thiaridae,"",Pleuroceridae/Thiaridae,"",Vermeto_73,Y,N,Vermetoidea,"",70298,Automated Parent Match @ Order,2000143,Superfamily,Vermetoidea,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Vermetoidea,"","","","","","","","","",16.4
Vermetoidea,"",Current,Invertebrates,"",N,N,Vermetoidea,"",Vermetoidea,"",Vermeto_72,N,N,Vermetoidea,"",70298,Automated Parent Match @ Order,2000144,Superfamily,Vermetoidea,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Vermetoidea,"","","","","","","","","",16.4
Elimia/Pleurocera,"",Current,Invertebrates,"",Y,N,Elimia/Pleurocera sp.,"",Elimia/Pleurocera,"",Pleur_3254,Y,N,Pleuroceridae,"",71541,Automated Exact Match,2000145,Family,Pleuroceridae,Mollusca,"","",Gastropoda,Prosobranchia,"","",Mesogastropoda,"","",Vermetoidea,Pleuroceridae,"","","","","","","","",16.4
